accession	E_or_T	total_intensity	more_info	layout	Stress	Normal	significant_difference	piechart_graphics	
14218.75_Da_E758 P04912_2full132_1G_P3_2T Acetyl; Missed Monoisotopic (-1); Phospho; Phospho; Phospho	experimental_below_quantification_threshold	20	Accession = E758; Aggregated Mass = 14218.7514284223; Aggregated Retention Time = 62.9099840365668; Total Intensity = 20; Aggregated Component Count = 10; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 467-469; Charge State m/z (+16): 889.6161; RT (min): 63.9354083333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 467-469; Charge State m/z (+16): 889.6161; RT (min): 63.9354083333333	196				
14236.87_Da_E518 P02294_2full131_1G_P6_1T Acetyl; Ox; Missing Alanine (A)	experimental_below_quantification_threshold	20	Accession = E518; Aggregated Mass = 14236.8714456389; Aggregated Retention Time = 44.914015; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 325-327; Charge State m/z (+17): 838.29343; RT (min): 44.914015; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 325-327; Charge State m/z (+17): 838.29343; RT (min): 44.914015	197				
14249.85_Da_E414 P02294_2full131_1G_P1_1T Unmodified	experimental_below_quantification_threshold	20	Accession = E414; Aggregated Mass = 14249.8462061648; Aggregated Retention Time = 54.667771031411; Total Intensity = 20; Aggregated Component Count = 3; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 395-397; Charge State m/z (+17): 839.05675; RT (min): 54.6250025; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 395-397; Charge State m/z (+17): 839.05675; RT (min): 54.6250025	198				
14249.88_Da_E326	experimental	83701198.8461502	Accession = E326; Aggregated Mass = 14249.8759259214; Aggregated Retention Time = 60.4992543912643; Total Intensity = 83701198.8461502; Aggregated Component Count = 10; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 421-423; Charge State m/z (+17): 839.05891; RT (min): 60.55189; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 432-434; Charge State m/z (+18): 792.556029186318; RT (min): 60.1844883333333\n\nQuantitation Results:Q-Value = 0.3279320987654320987654320989; Log2FC = -1.59474760495527; Significant = True; Stress Quantitative Component Count = 17; Normal Quantitative Component Count = 29; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep1_2-70-2-10; Scan Range: 425-427; Charge State m/z (+19): 750.84176; RT (min): 58.3621066666667	199	19525746.6884227	62882163.2	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14265.87_Da_E860	experimental	17282686.53	Accession = E860; Aggregated Mass = 14265.8737464605; Aggregated Retention Time = 59.2636147609345; Total Intensity = 17282686.53; Aggregated Component Count = 3; ; Lysine Count = 18; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 411-413; Charge State m/z (+16): 892.437052419475; RT (min): 59.2212891666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 432-434; Charge State m/z (+18): 793.72234496531; RT (min): 59.3245566666667\n\nQuantitation Results:Q-Value = 0.727984633569739952718676123; Log2FC = -1.36115954948095; Significant = False; Stress Quantitative Component Count = 8; Normal Quantitative Component Count = 6; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 402-404; Charge State m/z (+19): 752.03856; RT (min): 55.3534925	200	6290426.0228983	12864020.6912143	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14272.89_Da_E159 P02293_2full131_1G_P1_1T Unmodified	experimental	510799532.21	Accession = E159; Aggregated Mass = 14272.8868380768; Aggregated Retention Time = 57.6841289888856; Total Intensity = 510799532.21; Aggregated Component Count = 23; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 398-400; Charge State m/z (+18): 793.77814; RT (min): 54.6012925; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 398-400; Charge State m/z (+18): 793.77814; RT (min): 54.6012925\n\nQuantitation Results:Q-Value = 0.269675925925925925925925926; Log2FC = -1.29482778114346; Significant = True; Stress Quantitative Component Count = 50; Normal Quantitative Component Count = 69; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 400-402; Charge State m/z (+18): 793.92844; RT (min): 55.0870808333333	201	147908766.62	362890765.59	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14291.86_Da_E126 P02294_2full131_1G_P4_1T Acetyl	experimental_below_quantification_threshold	20	Accession = E126; Aggregated Mass = 14291.8610149085; Aggregated Retention Time = 54.9949866570195; Total Intensity = 20; Aggregated Component Count = 10; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 400-402; Charge State m/z (+18): 794.83262; RT (min): 54.8709166666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 400-402; Charge State m/z (+18): 794.83262; RT (min): 54.8709166666667	202				
14291.87_Da_E88 P02294_2full131_1G_P4_1T Acetyl	experimental	1213554189.73	Accession = E88; Aggregated Mass = 14291.8748039624; Aggregated Retention Time = 60.4258922206584; Total Intensity = 1213554189.73; Aggregated Component Count = 63; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 422-424; Charge State m/z (+17): 841.528817623747; RT (min): 60.6848083333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 422-424; Charge State m/z (+17): 841.528817623747; RT (min): 60.6848083333333\n\nQuantitation Results:Q-Value = 0.3014048531289910600255427844; Log2FC = -0.894968212148912; Significant = True; Stress Quantitative Component Count = 92; Normal Quantitative Component Count = 108; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep2_2-70-2-10; Scan Range: 421-423; Charge State m/z (+18): 794.833147271051; RT (min): 58.6698525	203	424383614.18	789170575.55	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14307.87_Da_E273 P02294_2full131_1G_P6_1T Acetyl; Ox	experimental	286073691.56	Accession = E273; Aggregated Mass = 14307.8737907464; Aggregated Retention Time = 59.3703008409676; Total Intensity = 286073691.56; Aggregated Component Count = 6; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 413-415; Charge State m/z (+18): 795.721977344908; RT (min): 59.4873716666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 412-414; Charge State m/z (+18): 795.7775; RT (min): 59.3542341666667\n\nQuantitation Results:Q-Value = 0.326976229961304588170259812; Log2FC = -0.990984781893622; Significant = True; Stress Quantitative Component Count = 41; Normal Quantitative Component Count = 43; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 402-404; Charge State m/z (+17): 842.62736; RT (min): 55.1129333333333	204	95755562.98	190318128.58	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14314.89_Da_E91 P02293_2full131_1G_P4_1T Acetyl	experimental	1046756555.9	Accession = E91; Aggregated Mass = 14314.8915796074; Aggregated Retention Time = 58.90769874912; Total Intensity = 1046756555.9; Aggregated Component Count = 63; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 395-397; Charge State m/z (+17): 842.8825; RT (min): 54.6250025; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 395-397; Charge State m/z (+17): 842.8825; RT (min): 54.6250025\n\nQuantitation Results:Q-Value = 0.681931931931931931931931932; Log2FC = -0.60868549826271; Significant = False; Stress Quantitative Component Count = 85; Normal Quantitative Component Count = 87; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract6_rep1_good_2-70-2-10; Scan Range: 400-402; Charge State m/z (+17): 843.04278; RT (min): 55.0870808333333	205	414578527.56	632178028.34	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14333.89_Da_E215 P02294_2full131_1G_P8_1T Acetyl; Acetyl	experimental	343095985.37	Accession = E215; Aggregated Mass = 14333.8890404099; Aggregated Retention Time = 60.4084010681557; Total Intensity = 343095985.37; Aggregated Component Count = 39; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 434-436; Charge State m/z (+18): 797.1676673441; RT (min): 60.4503458333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 434-436; Charge State m/z (+18): 797.1676673441; RT (min): 60.4503458333333\n\nQuantitation Results:Q-Value = 0.9278549382716049382716049382; Log2FC = -0.404941537663094; Significant = False; Stress Quantitative Component Count = 45; Normal Quantitative Component Count = 65; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep2_2-70-2-10; Scan Range: 413-415; Charge State m/z (+17): 844.15757; RT (min): 56.6671933333333	206	147629423.68	195466561.69	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14349.87_Da_E1066 P02294_2full131_1G_P8_1T Acetyl; Acetyl; Ox	experimental_below_quantification_threshold	20	Accession = E1066; Aggregated Mass = 14349.873997397; Aggregated Retention Time = 59.4768809243373; Total Intensity = 20; Aggregated Component Count = 2; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 413-415; Charge State m/z (+17): 844.94064; RT (min): 59.4873716666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 413-415; Charge State m/z (+18): 798.05546; RT (min): 59.4873716666667	207				
14356.89_Da_E442 P02293_2full131_1G_P8_1T Acetyl; Acetyl	experimental_below_quantification_threshold	20	Accession = E442; Aggregated Mass = 14356.8907949815; Aggregated Retention Time = 54.737675; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 399-401; Charge State m/z (+18): 798.44527; RT (min): 54.737675; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 400-402; Charge State m/z (+17): 845.35292; RT (min): 54.8709166666667	208				
14356.9_Da_E287 P02293_2full131_1G_P8_1T Acetyl; Acetyl	experimental	173337275.07	Accession = E287; Aggregated Mass = 14356.9010275753; Aggregated Retention Time = 60.4757676378826; Total Intensity = 173337275.07; Aggregated Component Count = 32; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 422-424; Charge State m/z (+17): 845.35352; RT (min): 60.6848083333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 427-429; Charge State m/z (+17): 845.3541; RT (min): 60.3684358333333\n\nQuantitation Results:Q-Value = 0.9446607822776047075112495673; Log2FC = -0.392188729139301; Significant = False; Stress Quantitative Component Count = 35; Normal Quantitative Component Count = 48; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep2_2-70-2-10; Scan Range: 421-423; Charge State m/z (+17): 845.35424; RT (min): 58.6698525	209	74960454.5	98376820.57	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14375.9_Da_E376 P02294_2full131_1G_P11_1T Acetyl; Acetyl; Acetyl	experimental	109059562.49	Accession = E376; Aggregated Mass = 14375.9008602926; Aggregated Retention Time = 60.562168193473; Total Intensity = 109059562.49; Aggregated Component Count = 24; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 429-431; Charge State m/z (+17): 846.47138; RT (min): 60.6343291666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 435-437; Charge State m/z (+18): 799.50109; RT (min): 60.5833958333333\n\nQuantitation Results:Q-Value = 0.8661732666922978341663462771; Log2FC = -0.614155994488427; Significant = False; Stress Quantitative Component Count = 18; Normal Quantitative Component Count = 36; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 415-417; Charge State m/z (+17): 846.62933; RT (min): 56.8447358333333	210	43095265.58	65964296.91	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
14398.91_Da_E515 P02293_2full131_1G_P9_1T Acetyl; Acetyl; Acetyl	experimental	80495998.1154286	Accession = E515; Aggregated Mass = 14398.9146412427; Aggregated Retention Time = 60.6489670500364; Total Intensity = 80495998.1154286; Aggregated Component Count = 11; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 429-431; Charge State m/z (+17): 847.82499; RT (min): 60.6343291666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 428-430; Charge State m/z (+17): 847.82549; RT (min): 60.5012758333333\n\nQuantitation Results:Q-Value = 0.4674092409240924092409240922; Log2FC = 1.05546853300626; Significant = False; Stress Quantitative Component Count = 17; Normal Quantitative Component Count = 18; Abundant Component for Manual Validation of Quantification: File: 10-14-15_A_fract6_rep1_2-70-2-10; Scan Range: 428-430; Charge State m/z (+17): 847.98681; RT (min): 58.7616925	211	52853671.6209819	26354039.5801821	False	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
