accession	E_or_T	total_intensity	more_info	layout	
10903.66_Da_E697	experimental	117413979.65	Accession = E697; Aggregated Mass = 10903.6583398836; Aggregated Retention Time = 84.7102874958105; Total Intensity = 117413979.65; Aggregated Component Count = 51; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 626-628; Charge State m/z (+9): 1212.52479035416; RT (min): 84.65142; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 619-621; Charge State m/z (+8): 1363.96459811803; RT (min): 84.2102333333333	1264
10907.29_Da_E193 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Ox	experimental	448300239.05	Accession = E193; Aggregated Mass = 10907.2860251838; Aggregated Retention Time = 64.1725389298338; Total Intensity = 448300239.05; Aggregated Component Count = 33; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 466-468; Charge State m/z (+7): 1559.04778; RT (min): 63.8196641666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 466-468; Charge State m/z (+7): 1559.04778; RT (min): 63.8196641666667	1265
10913.26_Da_E522	experimental	152581084.25	Accession = E522; Aggregated Mass = 10913.2646751621; Aggregated Retention Time = 64.9023223245347; Total Intensity = 152581084.25; Aggregated Component Count = 27; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 477-479; Charge State m/z (+9): 1213.4812; RT (min): 64.7864683333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 469-471; Charge State m/z (+9): 1213.48081; RT (min): 64.219405	1266
10917.34_Da_E704 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl	experimental	16814147.68	Accession = E704; Aggregated Mass = 10917.3388196267; Aggregated Retention Time = 63.2455121541823; Total Intensity = 16814147.68; Aggregated Component Count = 3; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 457-459; Charge State m/z (+9): 1213.93383; RT (min): 63.0221175; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 460-462; Charge State m/z (+10): 1092.76615; RT (min): 63.0203983333333	1267
10920.65_Da_E2007 P43682_2full97_1G_P2_1T Ox; Acetyl	experimental	335005.75	Accession = E2007; Aggregated Mass = 10920.6524633281; Aggregated Retention Time = 81.9396026814164; Total Intensity = 335005.75; Aggregated Component Count = 3; ; Lysine Count = 5; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 602-604; Charge State m/z (+9): 1214.41303; RT (min): 81.9703408333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 591-593; Charge State m/z (+8): 1366.08871; RT (min): 80.4773925	1268
10924.81_Da_E1585 P81449_2full96_1G_P3_1T Acetyl	experimental	3983985.51	Accession = E1585; Aggregated Mass = 10924.8109444681; Aggregated Retention Time = 64.5782265650675; Total Intensity = 3983985.51; Aggregated Component Count = 7; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep1_2-70-2-10; Scan Range: 475-477; Charge State m/z (+11): 994.08077; RT (min): 65.1575; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 474-476; Charge State m/z (+9): 1215.25909; RT (min): 64.39314	1269
10931.26_Da_E434	experimental	71386847.7	Accession = E434; Aggregated Mass = 10931.2593087957; Aggregated Retention Time = 74.9153598867813; Total Intensity = 71386847.7; Aggregated Component Count = 8; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 547-549; Charge State m/z (+8): 1367.41517; RT (min): 74.6562533333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 554-556; Charge State m/z (+8): 1367.41499520556; RT (min): 75.5195375	1270
10932.06_Da_E1999	experimental	146620.42	Accession = E1999; Aggregated Mass = 10932.0630645437; Aggregated Retention Time = 58.3042375; Total Intensity = 146620.42; Aggregated Component Count = 1; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 424-426; Charge State m/z (+13): 841.8584; RT (min): 58.3042375; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 422-424; Charge State m/z (+12): 911.7977; RT (min): 56.9106658333333	1271
10933.34_Da_E638 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Ox	experimental	24318338.64	Accession = E638; Aggregated Mass = 10933.3370159623; Aggregated Retention Time = 63.4649866279304; Total Intensity = 24318338.64; Aggregated Component Count = 5; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 467-469; Charge State m/z (+7): 1562.76908; RT (min): 63.4542391666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 467-469; Charge State m/z (+7): 1562.76908; RT (min): 63.4542391666667	1272
10947.26_Da_E620	experimental	10924088.51	Accession = E620; Aggregated Mass = 10947.2575303855; Aggregated Retention Time = 75.4028935315735; Total Intensity = 10924088.51; Aggregated Component Count = 2; ; Lysine Count = 4; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 554-556; Charge State m/z (+9): 1217.36926; RT (min): 75.5195375; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 554-556; Charge State m/z (+8): 1369.41445960903; RT (min): 75.5195375	1273
10949.33_Da_E1435 P05319_2full106_1G_P8_1T Phospho; Ox; Retained Met; Acetyl; Ox	experimental	1262045.29	Accession = E1435; Aggregated Mass = 10949.332661967; Aggregated Retention Time = 63.0608783333333; Total Intensity = 1262045.29; Aggregated Component Count = 1; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 464-466; Charge State m/z (+7): 1565.05447; RT (min): 63.0608783333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 465-467; Charge State m/z (+10): 1095.84092; RT (min): 63.1942158333333	1274
10949.91_Da_E1364 P46965_2full94_1G_P3_1T Acetyl	experimental	2736736.45	Accession = E1364; Aggregated Mass = 10949.9085993701; Aggregated Retention Time = 83.2642569320339; Total Intensity = 2736736.45; Aggregated Component Count = 2; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 616-618; Charge State m/z (+7): 1565.13697; RT (min): 83.3245916666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep2_2-70-2-10; Scan Range: 614-616; Charge State m/z (+7): 1565.27992; RT (min): 83.0508733333333	1275
10959.35_Da_E1244 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetyl; Acetyl	experimental	4810868.57	Accession = E1244; Aggregated Mass = 10959.3549722575; Aggregated Retention Time = 66.0540669556076; Total Intensity = 4810868.57; Aggregated Component Count = 3; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 484-486; Charge State m/z (+7): 1566.48607; RT (min): 66.2005341666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 481-483; Charge State m/z (+7): 1566.48613; RT (min): 65.8586091666667	1276
10966.89_Da_E1443	experimental	4591732.22	Accession = E1443; Aggregated Mass = 10966.8859596968; Aggregated Retention Time = 75.2702790094825; Total Intensity = 4591732.22; Aggregated Component Count = 4; ; Lysine Count = 9; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 552-554; Charge State m/z (+7): 1567.56134; RT (min): 75.2896983333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 554-556; Charge State m/z (+8): 1372.28549; RT (min): 75.5195375	1277
10971.26_Da_E1212	experimental	2177992.2	Accession = E1212; Aggregated Mass = 10971.2552956207; Aggregated Retention Time = 75.4486866666667; Total Intensity = 2177992.2; Aggregated Component Count = 1; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 553-555; Charge State m/z (+8): 1372.41419; RT (min): 75.4486866666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 544-546; Charge State m/z (+8): 1372.65912070869; RT (min): 74.61453	1278
10973.37_Da_E742 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact	experimental	49668166.55	Accession = E742; Aggregated Mass = 10973.3676791415; Aggregated Retention Time = 66.0760654440946; Total Intensity = 49668166.55; Aggregated Component Count = 12; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 481-483; Charge State m/z (+7): 1568.4881; RT (min): 65.8586091666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep2_2-70-2-10; Scan Range: 473-475; Charge State m/z (+7): 1568.48871; RT (min): 65.1535175	1279
10978.8_Da_E1786	experimental	1134572.32	Accession = E1786; Aggregated Mass = 10978.8011259454; Aggregated Retention Time = 62.629394046249; Total Intensity = 1134572.32; Aggregated Component Count = 4; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 453-455; Charge State m/z (+12): 915.8235; RT (min): 62.1780558333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 453-455; Charge State m/z (+12): 915.8235; RT (min): 62.1780558333333	1280
10989.36_Da_E917 P05319_2full106_1G_P4_1T Phospho; Retained Met; Acetone Artifact; Ox	experimental	14712073.38	Accession = E917; Aggregated Mass = 10989.3636708674; Aggregated Retention Time = 65.5937407223002; Total Intensity = 14712073.38; Aggregated Component Count = 5; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 474-476; Charge State m/z (+7): 1570.77346; RT (min): 64.8853666666667; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 474-476; Charge State m/z (+7): 1570.77346; RT (min): 64.8853666666667	1281
11007.72_Da_E2044	experimental	216518.53	Accession = E2044; Aggregated Mass = 11007.721729741; Aggregated Retention Time = 57.4370006994379; Total Intensity = 216518.53; Aggregated Component Count = 2; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 418-420; Charge State m/z (+12): 918.23394; RT (min): 57.5022025; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract4_rep2_2-70-2-10; Scan Range: 418-420; Charge State m/z (+12): 918.23394; RT (min): 57.5022025	1282
11038.43_Da_E708 O14455_2full100_1G_P1_1T Missing Alanine (A)	experimental	18258954.71	Accession = E708; Aggregated Mass = 11038.4344355314; Aggregated Retention Time = 48.111956398125; Total Intensity = 18258954.71; Aggregated Component Count = 4; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 345-347; Charge State m/z (+15): 736.76965; RT (min): 47.7419391666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 347-349; Charge State m/z (+15): 736.7688; RT (min): 47.9776066666667	1283
11041.62_Da_E1518	experimental	1722492.34	Accession = E1518; Aggregated Mass = 11041.6183367785; Aggregated Retention Time = 46.4347184275188; Total Intensity = 1722492.34; Aggregated Component Count = 2; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 314-316; Charge State m/z (+13): 850.28566; RT (min): 46.3192816666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 316-318; Charge State m/z (+13): 850.20811; RT (min): 46.5859866666667	1284
11051.03_Da_E1859	experimental	537716.53	Accession = E1859; Aggregated Mass = 11051.0338216254; Aggregated Retention Time = 72.1896415247217; Total Intensity = 537716.53; Aggregated Component Count = 2; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 525-527; Charge State m/z (+9): 1228.78834; RT (min): 71.6889241666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 526-528; Charge State m/z (+7): 1579.72781; RT (min): 71.8222283333333	1285
11051.38_Da_E1299	experimental	2185775.34	Accession = E1299; Aggregated Mass = 11051.3800060059; Aggregated Retention Time = 49.1958549246529; Total Intensity = 2185775.34; Aggregated Component Count = 2; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 355-357; Charge State m/z (+16): 691.59337; RT (min): 49.0367433333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+14): 790.250001303336; RT (min): 46.93303	1286
11052.04_Da_E137	experimental	272699906.45	Accession = E137; Aggregated Mass = 11052.0393450638; Aggregated Retention Time = 66.3269595390872; Total Intensity = 272699906.45; Aggregated Component Count = 25; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 480-482; Charge State m/z (+7): 1579.72667774623; RT (min): 65.1925058333333; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract5_rep1_2-70-2-10; Scan Range: 480-482; Charge State m/z (+7): 1579.72667774623; RT (min): 65.1925058333333	1287
11065.42_Da_E813	experimental	5378229.15	Accession = E813; Aggregated Mass = 11065.4249407037; Aggregated Retention Time = 47.07278; Total Intensity = 5378229.15; Aggregated Component Count = 1; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 341-343; Charge State m/z (+16): 692.47047; RT (min): 47.07278; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract6_rep1_2-70-2-10; Scan Range: 340-342; Charge State m/z (+15): 738.501950024; RT (min): 46.93303	1288
11068.04_Da_E566	experimental	98353104.38	Accession = E566; Aggregated Mass = 11068.0393361064; Aggregated Retention Time = 67.2003997896643; Total Intensity = 98353104.38; Aggregated Component Count = 35; ; Lysine Count = 7; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 496-498; Charge State m/z (+7): 1582.01205; RT (min): 67.8227558333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract5_rep1_2-70-2-10; Scan Range: 496-498; Charge State m/z (+7): 1582.01205; RT (min): 67.8227558333333	1289
